traj/win00_s2.dat                 -37.000    7.170
traj/win01_s2.dat                 -36.000    7.170
traj/win02_s2.dat                 -35.000    7.170
traj/win03_s2.dat                 -34.000    7.170
traj/win04_s2.dat                 -33.000    7.170
traj/win05_s2.dat                 -32.000    7.170
traj/win06_s2.dat                 -31.000    7.170
traj/win07_s2.dat                 -30.000    7.170
traj/win08_s2.dat                 -29.000    7.170
traj/win09_s2.dat                 -28.000    7.170
traj/win10_s2.dat                 -27.000    7.170
traj/win11_s2.dat                 -26.000    7.170
traj/win12_s2.dat                 -25.000    7.170
traj/win13_s2.dat                 -24.000    7.170
traj/win14_s2.dat                 -23.000    7.170
traj/win15_s2.dat                 -22.000    7.170
traj/win16_s2.dat                 -21.000    7.170
traj/win17_s2.dat                 -20.000    7.170
traj/win18_s2.dat                 -19.000    7.170
traj/win19_s2.dat                 -18.000    7.170
traj/win20_s2.dat                 -17.000    7.170
traj/win21_s2.dat                 -16.000    7.170
