z	dens_1	dens_2	dens_3	dens_moy	se_moy
-26.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-25.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-20.500000	0.010000	0.000000	0.000000	0.003333	0.003333
-19.500000	0.020000	0.010000	0.010000	0.013333	0.003333
-18.500000	0.040000	0.030000	0.030000	0.033333	0.003333
-17.500000	0.100000	0.080000	0.080000	0.086667	0.006667
-16.500000	0.200000	0.160000	0.160000	0.173333	0.013333
-15.500000	0.330000	0.270000	0.280000	0.293333	0.018559
-14.500000	0.480000	0.410000	0.420000	0.436667	0.021858
-13.500000	0.620000	0.560000	0.560000	0.580000	0.020000
-12.500000	0.720000	0.680000	0.680000	0.693333	0.013333
-11.500000	0.780000	0.760000	0.760000	0.766667	0.006667
-10.500000	0.810000	0.800000	0.800000	0.803333	0.003333
-9.500000	0.820000	0.820000	0.820000	0.820000	0.000000
-8.500000	0.810000	0.820000	0.820000	0.816667	0.003333
-7.500000	0.810000	0.810000	0.810000	0.810000	0.000000
-6.500000	0.800000	0.800000	0.800000	0.800000	0.000000
-5.500000	0.780000	0.780000	0.780000	0.780000	0.000000
-4.500000	0.750000	0.760000	0.760000	0.756667	0.003333
-3.500000	0.720000	0.730000	0.720000	0.723333	0.003333
-2.500000	0.670000	0.690000	0.680000	0.680000	0.005774
-1.500000	0.640000	0.650000	0.640000	0.643333	0.003333
-0.500000	0.620000	0.620000	0.620000	0.620000	0.000000
0.500000	0.630000	0.620000	0.620000	0.623333	0.003333
1.500000	0.660000	0.650000	0.640000	0.650000	0.005774
2.500000	0.700000	0.690000	0.680000	0.690000	0.005774
3.500000	0.730000	0.730000	0.730000	0.730000	0.000000
4.500000	0.760000	0.760000	0.760000	0.760000	0.000000
5.500000	0.780000	0.780000	0.780000	0.780000	0.000000
6.500000	0.800000	0.800000	0.800000	0.800000	0.000000
7.500000	0.810000	0.810000	0.810000	0.810000	0.000000
8.500000	0.820000	0.820000	0.820000	0.820000	0.000000
9.500000	0.810000	0.820000	0.820000	0.816667	0.003333
10.500000	0.770000	0.800000	0.800000	0.790000	0.010000
11.500000	0.710000	0.760000	0.760000	0.743333	0.016667
12.500000	0.610000	0.680000	0.680000	0.656667	0.023333
13.500000	0.480000	0.560000	0.560000	0.533333	0.026667
14.500000	0.340000	0.410000	0.420000	0.390000	0.025166
15.500000	0.220000	0.270000	0.280000	0.256667	0.018559
16.500000	0.130000	0.150000	0.160000	0.146667	0.008819
17.500000	0.060000	0.070000	0.080000	0.070000	0.005774
18.500000	0.030000	0.030000	0.030000	0.030000	0.000000
19.500000	0.010000	0.010000	0.010000	0.010000	0.000000
20.500000	0.000000	0.000000	0.000000	0.000000	0.000000
21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
25.500000	0.000000	0.000000	0.000000	0.000000	0.000000
