z	dens_1	dens_2	dens_3	dens_moy	se_moy
-34.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-33.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-32.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-31.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-30.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-29.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-28.500000	0.010000	0.010000	0.010000	0.010000	0.000000
-27.500000	0.010000	0.010000	0.020000	0.013333	0.003333
-26.500000	0.030000	0.030000	0.040000	0.033333	0.003333
-25.500000	0.070000	0.070000	0.070000	0.070000	0.000000
-24.500000	0.120000	0.120000	0.120000	0.120000	0.000000
-23.500000	0.170000	0.180000	0.180000	0.176667	0.003333
-22.500000	0.230000	0.240000	0.230000	0.233333	0.003333
-21.500000	0.270000	0.280000	0.270000	0.273333	0.003333
-20.500000	0.290000	0.290000	0.290000	0.290000	0.000000
-19.500000	0.270000	0.280000	0.270000	0.273333	0.003333
-18.500000	0.240000	0.240000	0.240000	0.240000	0.000000
-17.500000	0.180000	0.180000	0.180000	0.180000	0.000000
-16.500000	0.130000	0.120000	0.120000	0.123333	0.003333
-15.500000	0.080000	0.070000	0.070000	0.073333	0.003333
-14.500000	0.040000	0.040000	0.040000	0.040000	0.000000
-13.500000	0.020000	0.020000	0.020000	0.020000	0.000000
-12.500000	0.010000	0.010000	0.010000	0.010000	0.000000
-11.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-10.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-9.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-8.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-7.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-6.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-5.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-4.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-3.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-2.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-1.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.500000	0.000000	0.000000	0.000000	0.000000	0.000000
0.500000	0.000000	0.000000	0.000000	0.000000	0.000000
1.500000	0.000000	0.000000	0.000000	0.000000	0.000000
2.500000	0.000000	0.000000	0.000000	0.000000	0.000000
3.500000	0.000000	0.000000	0.000000	0.000000	0.000000
4.500000	0.000000	0.000000	0.000000	0.000000	0.000000
5.500000	0.000000	0.000000	0.000000	0.000000	0.000000
6.500000	0.000000	0.000000	0.000000	0.000000	0.000000
7.500000	0.000000	0.000000	0.000000	0.000000	0.000000
8.500000	0.000000	0.000000	0.000000	0.000000	0.000000
9.500000	0.000000	0.000000	0.000000	0.000000	0.000000
10.500000	0.000000	0.000000	0.000000	0.000000	0.000000
11.500000	0.000000	0.000000	0.000000	0.000000	0.000000
12.500000	0.010000	0.010000	0.010000	0.010000	0.000000
13.500000	0.020000	0.020000	0.010000	0.016667	0.003333
14.500000	0.040000	0.040000	0.040000	0.040000	0.000000
15.500000	0.070000	0.070000	0.070000	0.070000	0.000000
16.500000	0.130000	0.120000	0.120000	0.123333	0.003333
17.500000	0.180000	0.180000	0.180000	0.180000	0.000000
18.500000	0.240000	0.240000	0.240000	0.240000	0.000000
19.500000	0.270000	0.280000	0.280000	0.276667	0.003333
20.500000	0.290000	0.290000	0.290000	0.290000	0.000000
21.500000	0.270000	0.280000	0.280000	0.276667	0.003333
22.500000	0.230000	0.240000	0.230000	0.233333	0.003333
23.500000	0.180000	0.180000	0.180000	0.180000	0.000000
24.500000	0.120000	0.120000	0.120000	0.120000	0.000000
25.500000	0.070000	0.070000	0.070000	0.070000	0.000000
26.500000	0.030000	0.030000	0.030000	0.030000	0.000000
27.500000	0.010000	0.010000	0.010000	0.010000	0.000000
28.500000	0.010000	0.010000	0.010000	0.010000	0.000000
29.500000	0.000000	0.000000	0.000000	0.000000	0.000000
30.500000	0.000000	0.000000	0.000000	0.000000	0.000000
31.500000	0.000000	0.000000	0.000000	0.000000	0.000000
32.500000	0.000000	0.000000	0.000000	0.000000	0.000000
33.500000	0.000000	0.000000	0.000000	0.000000	0.000000
34.500000	0.000000	0.000000	0.000000	0.000000	0.000000
